State,District,Season,Climate_Zone,Avg_Temperature_C,Avg_Rainfall_mm,Avg_Humidity_%,Soil_Type,Soil_pH
Jharkhand,Jamtara,Zaid,Tropical,31.6,247,45,Red Laterite,5.9
Jharkhand,Khunti,Kharif,Tropical,24.6,1855,65,Red Laterite,5.3
Jharkhand,Khunti,Rabi,Tropical,21.6,371,50,Red Laterite,5.3
Jharkhand,Khunti,Zaid,Tropical,31.6,247,45,Red Laterite,5.3
Jharkhand,Koderma,Kharif,Tropical,24.6,1855,65,Red Laterite,5.5
Jharkhand,Koderma,Rabi,Tropical,21.6,371,50,Red Laterite,5.5
Jharkhand,Koderma,Zaid,Tropical,31.6,247,45,Red Laterite,5.5
Jharkhand,Latehar,Kharif,Tropical,24.6,1855,65,Red Laterite,5.2
Jharkhand,Latehar,Rabi,Tropical,21.6,371,50,Red Laterite,5.2
Jharkhand,Latehar,Zaid,Tropical,31.6,247,45,Red Laterite,5.2
Jharkhand,Lohardaga,Kharif,Tropical,24.6,1855,65,Red Laterite,6.4
Jharkhand,Lohardaga,Rabi,Tropical,21.6,371,50,Red Laterite,6.4
Jharkhand,Lohardaga,Zaid,Tropical,31.6,247,45,Red Laterite,6.4
Jharkhand,Pakur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.7
Jharkhand,Pakur,Rabi,Tropical,21.6,371,50,Red Laterite,5.7
Jharkhand,Pakur,Zaid,Tropical,31.6,247,45,Red Laterite,5.7
Jharkhand,Palamu,Kharif,Tropical,24.6,1855,65,Red Laterite,6.0
Jharkhand,Palamu,Rabi,Tropical,21.6,371,50,Red Laterite,6.0
Jharkhand,Palamu,Zaid,Tropical,31.6,247,45,Red Laterite,6.0
Jharkhand,Ramgarh,Kharif,Tropical,24.6,1855,65,Red Laterite,5.8
Jharkhand,Ramgarh,Rabi,Tropical,21.6,371,50,Red Laterite,5.8
Jharkhand,Ramgarh,Zaid,Tropical,31.6,247,45,Red Laterite,5.8
Jharkhand,Ranchi,Kharif,Tropical,24.6,1855,65,Red Laterite,5.4
Jharkhand,Ranchi,Rabi,Tropical,21.6,371,50,Red Laterite,5.4
Jharkhand,Ranchi,Zaid,Tropical,31.6,247,45,Red Laterite,5.4
Jharkhand,Sahibganj,Kharif,Tropical,24.6,1855,65,Red Laterite,6.2
Jharkhand,Sahibganj,Rabi,Tropical,21.6,371,50,Red Laterite,6.2
Jharkhand,Sahibganj,Zaid,Tropical,31.6,247,45,Red Laterite,6.2
Jharkhand,Seraikela Kharsawan,Kharif,Tropical,24.6,1855,65,Red Laterite,5.6
Jharkhand,Seraikela Kharsawan,Rabi,Tropical,21.6,371,50,Red Laterite,5.6
Jharkhand,Seraikela Kharsawan,Zaid,Tropical,31.6,247,45,Red Laterite,5.6
Jharkhand,Simdega,Kharif,Tropical,24.6,1855,65,Red Laterite,5.8
Jharkhand,Simdega,Rabi,Tropical,21.6,371,50,Red Laterite,5.8
Jharkhand,Simdega,Zaid,Tropical,31.6,247,45,Red Laterite,5.8
Jharkhand,West Singhbhum,Kharif,Tropical,24.6,1855,65,Red Laterite,5.6
Jharkhand,West Singhbhum,Rabi,Tropical,21.6,371,50,Red Laterite,5.6
Jharkhand,West Singhbhum,Zaid,Tropical,31.6,247,45,Red Laterite,5.6
Karnataka,Bagalkot,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.4
Karnataka,Bagalkot,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.4
Karnataka,Bagalkot,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.4
Karnataka,Ballari,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.2
Karnataka,Ballari,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.2
Karnataka,Ballari,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.2
Karnataka,Belagavi,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.6
Karnataka,Belagavi,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.6
Karnataka,Belagavi,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.6
Karnataka,Bengaluru Rural,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.0
Karnataka,Bengaluru Rural,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.0
Karnataka,Bengaluru Rural,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.0
Karnataka,Bengaluru Urban,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.9
Karnataka,Bengaluru Urban,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.9
Karnataka,Bengaluru Urban,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.9
Karnataka,Bidar,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.3
Karnataka,Bidar,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.3
Karnataka,Bidar,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.3
Karnataka,Chamarajanagar,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.5
Karnataka,Chamarajanagar,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.5
Karnataka,Chamarajanagar,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.5
Karnataka,Chikballapur,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.5
Karnataka,Chikballapur,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.5
Karnataka,Chikballapur,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.5
Karnataka,Chikkamagaluru,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.1
Karnataka,Chikkamagaluru,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.1
Karnataka,Chikkamagaluru,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.1
Karnataka,Chitradurga,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.9
Karnataka,Chitradurga,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.9
Karnataka,Chitradurga,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.9
Karnataka,Dakshina Kannada,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.2
Karnataka,Dakshina Kannada,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.2
Karnataka,Dakshina Kannada,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.2
Karnataka,Davanagere,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.4
Karnataka,Davanagere,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.4
Karnataka,Davanagere,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.4
Karnataka,Dharwad,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.8
Karnataka,Dharwad,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.8
Karnataka,Dharwad,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.8
Karnataka,Gadag,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.5
Karnataka,Gadag,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.5
Karnataka,Gadag,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.5
Karnataka,Hassan,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.7
Karnataka,Hassan,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.7
Karnataka,Hassan,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.7
Karnataka,Haveri,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.2
Karnataka,Haveri,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.2
Karnataka,Haveri,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.2
Karnataka,Kalaburagi,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.6
Karnataka,Kalaburagi,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.6
Karnataka,Kalaburagi,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.6
Karnataka,Kodagu,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.8
Karnataka,Kodagu,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.8
Karnataka,Kodagu,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.8
Karnataka,Kolar,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.5
Karnataka,Kolar,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.5
Karnataka,Kolar,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.5
Karnataka,Koppal,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.5
Karnataka,Koppal,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.5
Karnataka,Koppal,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.5
Karnataka,Mandya,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.4
Karnataka,Mandya,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.4
Karnataka,Mandya,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.4
Karnataka,Mysuru,Kharif,Semi-arid,23.0,829,71,Red Sandy,6.1
Karnataka,Mysuru,Rabi,Semi-arid,20.0,207,56,Red Sandy,6.1
Karnataka,Mysuru,Zaid,Semi-arid,30.0,138,51,Red Sandy,6.1
Karnataka,Raichur,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.8
Karnataka,Raichur,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.8
Karnataka,Raichur,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.8
Karnataka,Ramanagara,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.6
Karnataka,Ramanagara,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.6
Karnataka,Ramanagara,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.6
Karnataka,Shivamogga,Kharif,Semi-arid,22.0,904,73,Red Sandy,5.8
Karnataka,Shivamogga,Rabi,Semi-arid,19.0,226,58,Red Sandy,5.8
Karnataka,Shivamogga,Zaid,Semi-arid,29.0,150,53,Red Sandy,5.8
Karnataka,Tumakuru,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.2
Karnataka,Tumakuru,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.2
Karnataka,Tumakuru,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.2
Karnataka,Udupi,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.3
Karnataka,Udupi,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.3
Karnataka,Udupi,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.3
Karnataka,Uttara Kannada,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.7
Karnataka,Uttara Kannada,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.7
Karnataka,Uttara Kannada,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.7
Karnataka,Vijayapura,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.3
Karnataka,Vijayapura,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.3
Karnataka,Vijayapura,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.3
Karnataka,Yadgir,Kharif,Semi-arid,22.0,904,73,Red Sandy,6.5
Karnataka,Yadgir,Rabi,Semi-arid,19.0,226,58,Red Sandy,6.5
Karnataka,Yadgir,Zaid,Semi-arid,29.0,150,53,Red Sandy,6.5
Kerala,Alappuzha,Kharif,Coastal,25.6,2758,83,Alluvial,7.5
Kerala,Alappuzha,Rabi,Coastal,22.6,551,68,Alluvial,7.5
Kerala,Alappuzha,Zaid,Coastal,32.6,367,63,Alluvial,7.5
Kerala,Ernakulam,Kharif,Coastal,25.6,2758,83,Alluvial,7.4
Kerala,Ernakulam,Rabi,Coastal,22.6,551,68,Alluvial,7.4
Kerala,Ernakulam,Zaid,Coastal,32.6,367,63,Alluvial,7.4
Kerala,Idukki,Kharif,Coastal,25.6,2758,83,Alluvial,7.3
Kerala,Idukki,Rabi,Coastal,22.6,551,68,Alluvial,7.3
Kerala,Idukki,Zaid,Coastal,32.6,367,63,Alluvial,7.3
Kerala,Kannur,Kharif,Coastal,25.6,2758,83,Alluvial,6.8
Kerala,Kannur,Rabi,Coastal,22.6,551,68,Alluvial,6.8
Kerala,Kannur,Zaid,Coastal,32.6,367,63,Alluvial,6.8
Kerala,Kasaragod,Kharif,Coastal,25.6,2758,83,Alluvial,6.7
Kerala,Kasaragod,Rabi,Coastal,22.6,551,68,Alluvial,6.7
Kerala,Kasaragod,Zaid,Coastal,32.6,367,63,Alluvial,6.7
Kerala,Kollam,Kharif,Coastal,24.3,2937,85,Alluvial,6.5
Kerala,Kollam,Rabi,Coastal,21.3,587,70,Alluvial,6.5
Kerala,Kollam,Zaid,Coastal,31.3,391,65,Alluvial,6.5
Kerala,Kottayam,Kharif,Coastal,25.6,2758,83,Alluvial,6.6
Kerala,Kottayam,Rabi,Coastal,22.6,551,68,Alluvial,6.6
Kerala,Kottayam,Zaid,Coastal,32.6,367,63,Alluvial,6.6
Kerala,Kozhikode,Kharif,Coastal,25.2,2878,81,Alluvial,7.0
Kerala,Kozhikode,Rabi,Coastal,22.2,575,66,Alluvial,7.0
Kerala,Kozhikode,Zaid,Coastal,32.2,383,61,Alluvial,7.0
Kerala,Malappuram,Kharif,Coastal,25.6,2758,83,Alluvial,7.1
Kerala,Malappuram,Rabi,Coastal,22.6,551,68,Alluvial,7.1
Kerala,Malappuram,Zaid,Coastal,32.6,367,63,Alluvial,7.1
Kerala,Palakkad,Kharif,Coastal,25.6,2758,83,Alluvial,7.4
Kerala,Palakkad,Rabi,Coastal,22.6,551,68,Alluvial,7.4
Kerala,Palakkad,Zaid,Coastal,32.6,367,63,Alluvial,7.4
Kerala,Pathanamthitta,Kharif,Coastal,25.6,2758,83,Alluvial,6.7
Kerala,Pathanamthitta,Rabi,Coastal,22.6,551,68,Alluvial,6.7
Kerala,Pathanamthitta,Zaid,Coastal,32.6,367,63,Alluvial,6.7
Kerala,Thiruvananthapuram,Kharif,Coastal,25.6,2758,83,Alluvial,7.1
Kerala,Thiruvananthapuram,Rabi,Coastal,22.6,551,68,Alluvial,7.1
Kerala,Thiruvananthapuram,Zaid,Coastal,32.6,367,63,Alluvial,7.1
Kerala,Thrissur,Kharif,Coastal,25.4,2937,82,Alluvial,6.6
Kerala,Thrissur,Rabi,Coastal,22.4,587,67,Alluvial,6.6
Kerala,Thrissur,Zaid,Coastal,32.4,391,62,Alluvial,6.6
Kerala,Wayanad,Kharif,Coastal,25.6,2758,83,Alluvial,6.7
Kerala,Wayanad,Rabi,Coastal,22.6,551,68,Alluvial,6.7
Kerala,Wayanad,Zaid,Coastal,32.6,367,63,Alluvial,6.7
Madhya Pradesh,Agar Malwa,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.2
Madhya Pradesh,Agar Malwa,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.2
Madhya Pradesh,Agar Malwa,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.2
Madhya Pradesh,Alirajpur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.1
Madhya Pradesh,Alirajpur,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.1
Madhya Pradesh,Alirajpur,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.1
Madhya Pradesh,Anuppur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.2
Madhya Pradesh,Anuppur,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.2
Madhya Pradesh,Anuppur,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.2
Madhya Pradesh,Ashoknagar,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.1
Madhya Pradesh,Ashoknagar,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.1
Madhya Pradesh,Ashoknagar,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.1
Madhya Pradesh,Balaghat,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.6
Madhya Pradesh,Balaghat,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.6
Madhya Pradesh,Balaghat,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.6
Madhya Pradesh,Barwani,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.5
Madhya Pradesh,Barwani,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.5
Madhya Pradesh,Barwani,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.5
Madhya Pradesh,Betul,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.2
Madhya Pradesh,Betul,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.2
Madhya Pradesh,Betul,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.2
Madhya Pradesh,Bhind,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.0
Madhya Pradesh,Bhind,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.0
Madhya Pradesh,Bhind,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.0
Madhya Pradesh,Bhopal,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.8
Madhya Pradesh,Bhopal,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.8
Madhya Pradesh,Bhopal,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.8
Madhya Pradesh,Burhanpur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.7
Madhya Pradesh,Burhanpur,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.7
Madhya Pradesh,Burhanpur,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.7
Madhya Pradesh,Chhatarpur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.9
Madhya Pradesh,Chhatarpur,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.9
Madhya Pradesh,Chhatarpur,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.9
Madhya Pradesh,Chhindwara,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.4
Madhya Pradesh,Chhindwara,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.4
Madhya Pradesh,Chhindwara,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.4
Madhya Pradesh,Damoh,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.7
Madhya Pradesh,Damoh,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.7
Madhya Pradesh,Damoh,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.7
Madhya Pradesh,Datia,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.2
Madhya Pradesh,Datia,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.2
Madhya Pradesh,Datia,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.2
Madhya Pradesh,Dewas,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.5
Madhya Pradesh,Dewas,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.5
Madhya Pradesh,Dewas,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.5
Madhya Pradesh,Dhar,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.2
Madhya Pradesh,Dhar,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.2
Madhya Pradesh,Dhar,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.2
Madhya Pradesh,Dindori,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.5
Madhya Pradesh,Dindori,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.5
Madhya Pradesh,Dindori,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.5
Madhya Pradesh,Guna,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.2
Madhya Pradesh,Guna,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.2
Madhya Pradesh,Guna,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.2
Madhya Pradesh,Gwalior,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.3
Madhya Pradesh,Gwalior,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.3
Madhya Pradesh,Gwalior,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.3
Madhya Pradesh,Harda,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.2
Madhya Pradesh,Harda,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.2
Madhya Pradesh,Harda,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.2
Madhya Pradesh,Hoshangabad,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.0
Madhya Pradesh,Hoshangabad,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.0
Madhya Pradesh,Hoshangabad,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.0
Madhya Pradesh,Indore,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.2
Madhya Pradesh,Indore,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.2
Madhya Pradesh,Indore,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.2
Madhya Pradesh,Jabalpur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.3
Madhya Pradesh,Jabalpur,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.3
Madhya Pradesh,Jabalpur,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.3
Madhya Pradesh,Jhabua,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.1
Madhya Pradesh,Jhabua,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.1
Madhya Pradesh,Jhabua,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.1
Madhya Pradesh,Katni,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.4
Madhya Pradesh,Katni,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.4
Madhya Pradesh,Katni,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.4
Madhya Pradesh,Khandwa,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.4
Madhya Pradesh,Khandwa,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.4
Madhya Pradesh,Khandwa,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.4
Madhya Pradesh,Khargone,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.9
Madhya Pradesh,Khargone,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.9
Madhya Pradesh,Khargone,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.9
Madhya Pradesh,Mandla,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.2
Madhya Pradesh,Mandla,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.2
Madhya Pradesh,Mandla,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.2
Madhya Pradesh,Mandsaur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.1
Madhya Pradesh,Mandsaur,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.1
Madhya Pradesh,Mandsaur,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.1
Madhya Pradesh,Morena,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.4
Madhya Pradesh,Morena,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.4
Madhya Pradesh,Morena,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.4
Madhya Pradesh,Narsinghpur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.8
Madhya Pradesh,Narsinghpur,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.8
Madhya Pradesh,Narsinghpur,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.8
Madhya Pradesh,Neemuch,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.1
Madhya Pradesh,Neemuch,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.1
Madhya Pradesh,Neemuch,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.1
Madhya Pradesh,Niwari,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.6
Madhya Pradesh,Niwari,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.6
Madhya Pradesh,Niwari,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.6
Madhya Pradesh,Panna,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.8
Madhya Pradesh,Panna,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.8
Madhya Pradesh,Panna,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.8
Madhya Pradesh,Raisen,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.5
Madhya Pradesh,Raisen,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.5
Madhya Pradesh,Raisen,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.5
Madhya Pradesh,Rajgarh,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.1
Madhya Pradesh,Rajgarh,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.1
Madhya Pradesh,Rajgarh,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.1
Madhya Pradesh,Ratlam,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.2
Madhya Pradesh,Ratlam,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.2
Madhya Pradesh,Ratlam,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.2
Madhya Pradesh,Rewa,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.9
Madhya Pradesh,Rewa,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.9
Madhya Pradesh,Rewa,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.9
Madhya Pradesh,Sagar,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.2
Madhya Pradesh,Sagar,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.2
Madhya Pradesh,Sagar,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.2
Madhya Pradesh,Satna,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.4
Madhya Pradesh,Satna,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.4
Madhya Pradesh,Satna,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.4
Madhya Pradesh,Sehore,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.4
Madhya Pradesh,Sehore,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.4
Madhya Pradesh,Sehore,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.4
Madhya Pradesh,Seoni,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.1
Madhya Pradesh,Seoni,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.1
Madhya Pradesh,Seoni,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.1
Madhya Pradesh,Shahdol,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.8
Madhya Pradesh,Shahdol,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.8
Madhya Pradesh,Shahdol,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.8
Madhya Pradesh,Shajapur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.0
Madhya Pradesh,Shajapur,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.0
Madhya Pradesh,Shajapur,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.0
Madhya Pradesh,Sheopur,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.3
Madhya Pradesh,Sheopur,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.3
Madhya Pradesh,Sheopur,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.3
Madhya Pradesh,Shivpuri,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.1
Madhya Pradesh,Shivpuri,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.1
Madhya Pradesh,Shivpuri,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.1
Madhya Pradesh,Sidhi,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.1
Madhya Pradesh,Sidhi,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.1
Madhya Pradesh,Sidhi,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.1
Madhya Pradesh,Singrauli,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.8
Madhya Pradesh,Singrauli,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.8
